Num,Current_J0,Temperature_T0,Current_J1,Temperature_J1,Current_J2,Temperature_J2,Current_J3,Temperature_J3,Current_J4,Temperature_J4,Current_J5,Temperature_J5,Speed_J0,Speed_J1,Speed_J2,Speed_J3,Speed_J4,Speed_J5,Tool_current,cycle ,Robot_ProtectiveStop,grip_lost
-1.1137118,-0.31330612,-1.0977275,0.82252294,-1.0885539,0.81578314,-1.0573238,-0.5476718,-1.0015138,0.27838486,-0.99734795,-2.5347939,-1.0404487,2.6673822,-0.110952854,-0.008398149,-2.8968396,-5.6034775,1.6432105,-0.3744178,-1.1437395,-0.19819734,0
-1.1132442,-4.234716,-1.0977275,1.1843973,-1.0885539,-0.1635507,-1.0573238,1.5586274,-1.0015138,1.1307418,-0.99734795,0.5412378,-1.0404487,0.40045235,2.1899247,-2.506156,0.75000846,0.021063121,-1.126296,-0.3571745,-1.1437395,-0.19819734,0
-1.1127766,0.03301515,-1.0977275,0.4463054,-1.0693059,-0.85608757,-1.0573238,0.48589534,-1.0015138,0.042376332,-0.99734795,0.32368782,-1.0404487,-0.011226732,-0.046542753,9.556917e-05,0.013565357,0.021063121,-0.019204505,-0.35717374,-1.1437395,-0.19819734,0
-1.1123091,0.31467608,-1.0977275,0.57796794,-1.0885539,1.048873,-1.0573238,-0.7178211,-1.0015138,-0.28677493,-0.99734795,1.3698944,-1.0404487,0.17174783,-1.6557701,0.09823346,-3.2191656,1.4236823,3.4956837,-0.31734487,-1.1437395,-0.19819734,0
-1.1118416,0.012484209,-1.0977275,0.88928306,-1.0693059,0.69123757,-1.0573238,-0.10260686,-1.0015138,-0.1350023,-0.99734795,0.22944778,-1.0404487,-0.01065891,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.008900954,-0.35935977,-1.1437395,-0.19819734,0
-1.111374,-0.009064318,-1.0977275,0.8033393,-1.0885539,0.7236106,-1.0573238,-0.13766268,-1.0015138,-0.057421073,-0.99734795,-0.12680031,-1.0404487,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,0.75609684,-1.1437395,-0.19819734,0
-1.1109065,-0.43483952,-1.0977275,-0.5255132,-1.0885539,-0.28798732,-1.0761962,1.6242161,-1.0015138,0.009379895,-0.99734795,-1.2387384,-1.0404487,-2.888523,-0.8412827,-0.065125935,2.6159856,-0.8318661,-1.7256117,-0.42177492,-1.1437395,-0.19819734,0
-1.110439,1.0723702,-1.0977275,-1.6340781,-1.0693059,-1.004185,-1.0573238,-1.4894575,-0.9818733,-1.2365742,-0.99734795,-0.91368085,-1.0234638,-0.0077705495,0.88776714,3.4225514,-1.5451002,0.010347353,2.100899,-0.34211722,-1.1437395,-0.19819734,0
-1.1099714,0.016148124,-1.0977275,-0.15521693,-1.0693059,-0.03233532,-1.0573238,-0.6078404,-1.0015138,0.47156203,-0.99734795,-1.5148549,-1.0234638,0.9235117,-0.6677318,0.00027340176,-1.1381875,-2.2698674,0.65747213,-0.3744178,-1.1437395,-0.19819734,0
-1.1095037,0.011256455,-1.075098,-0.059891548,-1.0885539,0.96563196,-1.0573238,0.94679224,-1.0015138,-0.043966137,-0.99734795,-1.3276093,-1.0404487,-0.08317812,0.016822297,-0.014377193,0.04304617,-0.029667418,-0.0016802306,-0.22044386,-1.1437395,-0.19819734,0
-1.1090362,-0.3568237,-1.0977275,-0.4124138,-1.0693059,0.58938575,-1.0573238,0.7027485,-0.9818733,0.23934424,-0.99734795,1.0359708,-1.0234638,-2.1047387,0.0014947848,-0.0143304765,0.4920705,0.29169086,0.39894924,-0.34745944,-1.1437395,-0.19819734,0
-1.1085687,-0.21561043,-1.0977275,-0.5045647,-1.0885539,0.48790905,-1.0573238,0.19128743,-1.0015138,0.0836283,-0.99734795,1.0849645,-1.0404487,-0.017201379,-0.001238264,-0.00535034,0.0126762,0.023023028,-0.00824027,-0.3582679,-1.1437395,-0.19819734,0
-1.1081011,-0.17351975,-1.0977275,-0.18954417,-1.0693059,0.29507977,-1.0573238,0.279181,-1.0015138,0.055502262,-0.99734795,0.5162163,-1.0404487,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.39700258,-1.1437395,-0.19819734,0
-1.1076336,-0.0894375,-1.0977275,0.35295358,-1.0693059,0.4679881,-1.0573238,-0.25544626,-1.0015138,0.056779917,-0.99734795,0.2919409,-1.0234638,0.2906708,-0.001238264,-0.0051975055,-0.047867686,0.021063121,-0.009174714,-0.32705918,-1.1313229,-0.19819734,0
-1.107166,0.25609034,-1.0977275,-0.31854117,-1.0693059,-0.14281768,-1.0573238,-0.37468982,-1.0015138,0.00091738644,-0.98035234,-0.9404286,-1.0234638,-0.015598968,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009441269,0.8304139,-1.1313229,-0.19819734,0
-1.1066985,-0.96463025,-1.0977275,-1.4495519,-1.0693059,-1.6687087,-1.0573238,-0.1129217,-1.0015138,1.1128072,-0.98035234,1.8825487,-1.0234638,-1.2574478,-0.017999556,-0.070635326,1.3403351,2.2563293,-0.6778311,-0.25274447,-1.1313229,-0.19819734,0
-1.106231,-0.5987694,-1.0977275,-2.4432573,-1.0693059,-0.78187263,-1.0573238,-1.6932796,-1.0015138,0.569612,-0.98035234,0.7780433,-1.0234638,-0.05804204,3.4238007,-0.07652988,-0.17242794,0.082392775,0.33412465,-0.22153576,-1.1313229,-0.19819734,0
-1.1057633,0.10579557,-1.075098,-0.34652245,-1.0693059,-0.31272966,-1.0573238,-1.3655674,-1.0015138,0.69126666,-0.98035234,1.5404327,-1.0234638,0.66407704,0.30040294,0.022566156,-1.7130779,0.7549376,1.365926,-0.34964547,-1.1313229,-0.19819734,0
-1.1052958,0.41581824,-1.0977275,0.8530743,-1.0693059,1.3490834,-1.0573238,1.2347852,-1.0015138,-0.671431,-0.98035234,-0.72665,-1.0234638,-0.012702608,-0.14702025,0.0013899882,0.08020958,-0.0357164,0.010904554,2.4357207,-1.1313229,-0.19819734,0
-1.1048282,-0.18495159,-1.0977275,0.22036093,-1.0693059,0.19639964,-1.0573238,-0.03386095,-0.9818733,0.04000152,-0.98035234,0.30400482,-1.0234638,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.31734565,-1.1313229,-0.19819734,0
-1.1043607,-0.09017963,-1.075098,0.396082,-1.0693059,0.20080552,-1.0384516,0.023010612,-0.9818733,0.065716535,-0.98035234,0.05678494,-1.0234638,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.41315326,-1.1313229,-0.19819734,0
-1.1038932,-0.29491848,-1.075098,-0.25338078,-1.0693059,-0.17623556,-1.0573238,0.49864393,-0.9818733,0.2043623,-0.98035234,-1.0063455,-1.0234638,-0.35963708,-0.001238264,-0.0144124525,0.20429337,-0.076207384,-0.09272225,-0.23659454,-1.1313229,-0.19819734,0
-1.1034256,-0.16596521,-1.0977275,-0.35284367,-1.0693059,-0.9793953,-1.0573238,0.6824551,-0.9818733,0.21068117,-0.98035234,-1.390361,-1.0234638,-0.7473559,0.098238416,-0.056895923,1.9734828,-0.65428954,-1.9397614,-0.34211797,-1.1313229,-0.19819734,0
-1.1029581,-0.22583029,-1.075098,0.4667133,-1.0693059,-1.0898993,-1.0573238,0.56771225,-0.9818733,0.33797932,-0.98035234,-1.5335327,-1.0234638,0.25934336,0.04096915,-0.011590614,0.2951116,-0.058729317,-0.48559287,-0.33349556,-1.1313229,-0.19819734,0
-1.1024905,-0.10613501,-1.075098,0.8965106,-1.0693059,0.9615802,-1.0384516,-0.5133536,-0.9818733,0.32616308,-0.96335673,-1.9928287,-1.0234638,1.1869091,0.17364745,-0.015340336,-1.7220573,-3.019646,1.1292356,-0.3022876,-1.1313229,-0.19819734,0
-1.1020229,-4.1767583,-1.075098,1.1756971,-1.0693059,-0.17542623,-1.0384516,1.6112407,-0.9818733,1.1720761,-0.98035234,0.45446175,-1.0234638,0.40175894,2.1441922,-2.5063508,0.74325615,0.025729218,-1.1243789,-0.14831442,-1.1313229,-0.19819734,0
-1.1015553,0.034603603,-1.075098,0.45172927,-1.0693059,-0.79445195,-1.0384516,0.48005447,-0.9818733,0.064896435,-0.98035234,0.18902813,-1.0234638,-0.011226732,-0.029085428,-0.0006698336,0.013692713,0.021063121,-0.019970756,-0.3324014,-1.1313229,-0.19819734,0
-1.1010878,0.31440446,-1.075098,0.5986904,-1.0500579,1.0355856,-1.0384516,-0.68950015,-0.9818733,-0.2657337,-0.96335673,1.5962933,-1.006479,0.17062387,-1.6793665,0.098727435,-3.216912,1.427256,3.493031,-0.16337094,-1.1313229,-0.19819734,0
-1.1006203,0.019510712,-1.075098,0.9332327,-1.0693059,0.70593137,-1.0384516,-0.09455894,-0.9818733,-0.1655042,-0.98035234,0.54919446,-1.0234638,-0.01026826,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.0090219565,-0.30981663,-1.1313229,-0.19819734,0
-1.1001527,-0.06074031,-1.075098,0.8114774,-1.0500579,0.7133471,-1.0384516,-0.13980076,-0.9818733,-0.088963225,-0.98035234,-0.11043603,-1.0234638,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,0.71736217,-1.1313229,-0.19819734,0
-1.0996852,-0.37389404,-1.075098,-4.109092,-1.0500579,-3.4998446,-1.0384516,-1.8331653,-0.9818733,0.8946973,-0.96335673,-0.96357924,-1.006479,-2.4204488,1.6547945,-0.09294312,1.6166146,-0.44234076,-1.0665668,-0.34855208,-1.1313229,-0.19819734,0
-1.0992177,0.792212,-1.075098,-1.5521363,-1.0500579,1.0220722,-1.0384516,2.6473691,-0.9622327,1.1382649,-0.96335673,-0.636189,-1.006479,-0.02192246,-1.8037647,3.5944307,-1.5809693,-0.015721072,1.9678823,-0.19457965,-1.1313229,-0.19819734,0
-1.0987501,-0.12983394,-1.075098,-0.37392285,-1.0500579,-0.9798225,-1.0384516,-2.3465824,-0.9622327,-0.2633081,-0.96335673,-1.7647139,-1.006479,0.81586057,0.9820354,-0.021562997,-0.87013113,-1.756063,0.6450245,-0.3657954,-1.1313229,-0.19819734,0
-1.0982826,0.6373928,-1.075098,0.84441596,-1.0500579,1.1734889,-1.0384516,1.3547707,-0.9818733,-0.94059646,-0.96335673,-1.3019234,-1.006479,-0.016917376,-0.54908127,0.00404411,0.049348548,0.00023455035,-0.00738638,2.960057,-1.1313229,-0.19819734,0
-1.0978149,-0.37361938,-1.075098,-0.6612293,-1.0500579,0.6918356,-1.0384516,0.46416357,-0.9818733,0.26727873,-0.96335673,1.3004858,-1.006479,-2.2694502,0.021808503,-0.017858958,0.6275546,0.31204596,0.40046734,-0.28504506,-1.1313229,-0.19819734,0
-1.0973474,-0.18739974,-1.075098,-0.5972083,-1.0500579,0.43793166,-1.0384516,0.30862698,-0.9622327,0.17515962,-0.96335673,0.8974519,-1.006479,-0.022474596,-0.001238264,-0.005281857,0.012806666,0.022865875,-0.008779477,-0.26998702,-1.1313229,-0.19819734,0
-1.0968798,-0.09981218,-1.0524684,-0.313964,-1.0500579,0.3381457,-1.0384516,0.28161323,-0.9818733,0.13744578,-0.96335673,0.244204,-1.006479,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.30981663,-1.1313229,-0.19819734,0
-1.0964123,0.19271162,-1.075098,1.3672333,-1.0500579,0.10726927,-1.0384516,-0.2885234,-0.9818733,0.008230987,-0.96335673,-1.1003902,-1.006479,1.6769373,-0.001238264,0.0071256296,-0.62800115,-0.25162902,-0.025843512,-0.36579615,-1.1189061,-0.19819734,0
-1.0959448,0.25664568,-1.075098,-0.32890636,-1.0500579,-0.16358177,-1.0384516,-0.3538256,-0.9622327,0.022034133,-0.96335673,-0.8634114,-1.006479,-0.016099144,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009589768,0.64413935,-1.1189061,-0.19819734,0
-1.0954772,-0.929971,-1.075098,-1.1022553,-1.0500579,-1.0163563,-1.0384516,0.54611045,-0.9818733,0.76323324,-0.96335673,1.4773717,-1.006479,-1.6797466,-0.9308724,-0.03938989,1.7318146,2.8369215,-0.8336487,-0.37332442,-1.1189061,-0.19819734,0
-1.0950097,-1.7085353,-1.0524684,-1.8592821,-1.0500579,-0.62073255,-1.0384516,-0.19327548,-0.9622327,4.0936418,-0.96335673,-0.2293046,-1.006479,-0.03072099,2.0119038,0.00050661527,-0.14731577,0.062245205,0.29167312,-0.37223253,-1.1189061,-0.19819734,0
-1.0945421,-0.40936697,-1.0524684,-0.99921584,-1.0500579,-1.0619897,-1.0384516,-3.1303396,-0.9622327,1.4193666,-0.96335673,1.7019591,-1.006479,0.72848064,-0.25693685,0.08280473,-1.774505,0.7718204,1.4551547,-0.37332365,-1.1189061,-0.19819734,0
-1.0940745,-0.83012754,-1.075098,1.617368,-1.0500579,3.3954484,-1.0384516,4.3842506,-0.9622327,0.9925952,-0.96335673,0.53931355,-1.006479,0.14903674,0.42560172,-0.013314426,0.069556355,0.035687763,0.1056987,3.6469858,-1.1189061,-0.19819734,0
-1.093607,0.036978226,-1.0524684,0.68140495,-1.0500579,0.47409803,-1.0384516,0.13650405,-0.9622327,0.04019704,-0.96335673,0.3727982,-1.006479,-0.008686198,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.007968612,-0.34211797,-1.1189061,-0.19819734,0
-1.0931394,0.01391707,-1.0524684,0.5937545,-1.0500579,0.4877221,-1.0384516,0.12648775,-0.9622327,0.016753482,-0.96335673,0.25005928,-1.006479,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.00917344,-0.3259673,-1.1189061,-0.19819734,0
-1.0926719,-0.15046345,-1.0524684,-0.6165363,-1.0500579,-0.22221439,-1.0384516,0.4146766,-0.9622327,0.08009301,-0.96335673,-0.75344,-1.006479,-0.2275964,-0.0012382235,-0.011366988,0.15400264,-0.01409606,-0.087074466,-0.34211797,-1.1189061,-0.19819734,0
-1.0922043,-0.22290821,-1.0524684,-0.65312594,-1.0500579,-0.71819776,-1.0384516,0.8722587,-0.9622327,0.30933604,-0.9463611,-1.0480754,-1.006479,-0.4047002,0.1614046,-0.066564225,1.8931971,-0.6838105,-1.994421,-0.34320986,-1.1189061,-0.19819734,0
-1.0917368,-0.2839754,-1.0524684,0.46649408,-1.03081,-1.0028137,-1.0384516,0.52711606,-0.9622327,0.323408,-0.9463611,-1.7521441,-1.006479,0.076452404,0.0036490476,-0.008544172,0.109425806,-0.024972405,-0.15293397,-0.30981663,-1.1189061,-0.19819734,0
-1.0912693,-0.25949758,-1.0524684,1.334863,-1.0500579,1.2532477,-1.0195792,-0.65059304,-0.9622327,0.048884455,-0.9463611,-2.237079,-1.006479,2.322388,-0.5410184,0.013338319,-2.6811237,-5.0520654,1.6193141,-0.16555774,-1.1189061,-0.19819734,0
-1.0908017,-5.0756207,-1.0524684,0.7263132,-1.0500579,-0.7285387,-1.0195792,1.079544,-0.9622327,1.7222097,-0.9463611,0.20539954,-0.98949414,0.16950607,2.3728154,-1.7499865,0.48889756,0.024305997,-0.7872865,-0.3259673,-1.1189061,-0.19819734,0
-1.090334,0.11745525,-1.0524684,0.40010542,-1.03081,-0.92167425,-1.0195792,0.45846543,-0.9622327,0.075609826,-0.9463611,0.12411164,-1.006479,-0.011226732,0.005490499,-0.0051980056,0.014154521,0.021063121,-0.010962081,-0.36688805,-1.1189061,-0.19819734,0
-1.0898665,0.5661064,-1.0524684,-0.15464829,-1.0500579,0.7670449,-1.0384516,-0.8532679,-0.9622327,-0.3769127,-0.9463611,1.2525749,-1.006479,0.012032519,-1.7451954,0.086106665,-3.2972891,1.571929,3.6978862,-0.36470276,-1.1189061,-0.19819734,0
-1.089399,-0.041117862,-1.0524684,0.8975441,-1.03081,0.6449666,-1.0195792,-0.08683293,-0.9622327,-0.1785653,-0.9463611,0.69496137,-0.98949414,-0.010104593,-0.001238264,-0.0051975055,0.012806668,0.021063121,-0.00903287,-0.267801,-1.1189061,-0.19819734,0
-1.0889314,-0.03226323,-1.0524684,0.8381132,-1.03081,0.7405667,-1.0384516,-0.12187417,-0.9622327,-0.08651274,-0.9463611,0.03658014,-0.98949414,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,0.7808692,-1.1189061,-0.19819734,0
-1.0884639,0.0373279,-1.0524684,-4.1408386,-1.03081,-4.0661135,-1.0195792,-2.1972508,-0.9622327,-0.26045442,-0.9463611,-1.1916263,-1.006479,-2.0926487,-0.017696027,-0.047312696,1.4907718,-0.40163264,-0.8393952,-0.30119497,-1.1189061,-0.19819734,0
-1.0879964,1.3810203,-1.0524684,-1.1795014,-1.0500579,1.1883677,-1.0384516,2.2048013,-0.9622327,-2.2558453,-0.9463611,-0.3790281,-0.98949414,-0.021202782,-3.0791907,3.5814395,-1.6140903,0.11102297,1.9718814,-0.25274447,-1.1189061,-0.19819734,0
-1.0875288,0.06183984,-1.0298388,-0.16501765,-1.03081,-0.031391717,-1.0195792,-0.7186483,-0.9622327,0.29219425,-0.9463611,-2.0002518,-0.98949414,0.8826409,-0.85539144,0.0012493742,-1.1557859,-2.0450695,0.6150041,-0.3334948,-1.1189061,-0.19819734,0
-1.0870613,0.012011689,-1.0524684,-0.16304511,-1.0500579,0.570858,-1.0195792,0.2814811,-0.9622327,0.0102393655,-0.9463611,-1.2167506,-0.98949414,-0.06387933,-0.030703144,-0.0046198294,0.022850526,-0.001389908,-0.0073977495,1.3622776,-1.1189061,-0.19819734,0
-1.0865937,-0.36207008,-1.0524684,-0.5678211,-1.03081,0.6553094,-1.0007068,0.71405655,-0.9622327,0.22312512,-0.9463611,1.2104634,-0.98949414,-2.2133775,0.010814263,-0.015381666,0.5697849,0.27600673,0.42825672,-0.3259673,-1.1189061,-0.19819734,0
-1.0861261,-0.19416824,-1.0524684,-0.59351945,-1.03081,0.44690895,-1.0195792,0.24803837,-0.9622327,0.114603266,-0.9463611,0.6154999,-0.98949414,-0.023231067,-0.001238264,-0.00531778,0.012806666,0.021063121,-0.008763012,-0.3011957,-1.1189061,-0.19819734,0
-1.0856586,-0.110754356,-1.0524684,-0.28771845,-1.03081,0.3162099,-1.0007068,0.32196426,-0.9622327,0.0893542,-0.9463611,0.28933662,-0.98949414,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.28504506,-1.1189061,-0.19819734,0
-1.085191,0.15325472,-1.0524684,1.460458,-1.03081,0.3359323,-1.0195792,-0.32745588,-0.9622327,0.038726214,-0.9463611,-0.78950953,-0.98949414,1.0865034,-0.001238264,0.002607806,-0.44536456,-0.1797573,-0.020014688,-0.30981737,-1.1064894,-0.19819734,0
-1.0847235,0.26378337,-1.0524684,-0.21728447,-1.03081,-0.15676354,-1.0007068,-0.3597263,-0.9622327,0.015189627,-0.9293655,-0.7746309,-0.9725093,-0.01516369,-0.001238264,-0.0051975055,0.012768896,0.021063121,-0.009492377,0.755005,-1.1064894,-0.19819734,0
-1.0842559,-0.15455438,-1.0524684,-0.8701551,-1.03081,-0.6725942,-1.0007068,1.1771039,-0.9622327,-0.4559801,-0.9293655,1.8671373,-0.98949414,-2.225896,-2.3293493,-0.05111645,1.9384739,3.5017958,-0.9753169,-0.2764234,-1.1064894,-0.19819734,0
-1.0837884,-0.72933835,-1.0298388,-1.4706585,-1.03081,-0.51024765,-1.0195792,-0.56905437,-0.9622327,3.3623636,-0.9293655,0.41232863,-0.98949414,-0.03286133,-0.3090471,0.034671128,-0.034264173,-0.031039322,0.15877092,-0.18061577,-1.1064894,-0.19819734,0
-1.0833209,0.35419145,-1.0524684,-0.92229414,-1.03081,-1.200876,-1.0195792,-3.4473429,-0.9622327,0.763785,-0.9463611,1.390053,-0.98949414,0.7455965,-1.5960275,0.08885,-1.7954621,0.86521345,1.5766977,-0.30763134,-1.1064894,-0.19819734,0
-1.0828533,0.9970694,-1.0298388,1.7359964,-1.03081,2.4954386,-1.0007068,1.9667556,-0.9425921,-2.6762207,-0.9293655,0.27392852,-0.98949414,0.22610708,-0.24829377,0.012894646,-0.09825001,0.21206358,0.009883746,4.6816936,-1.1064894,-0.19819734,0
-1.0823857,-0.17409843,-1.0298388,0.5765207,-1.03081,0.07447075,-1.0007068,0.15237671,-0.9622327,0.1409433,-0.9293655,0.2804541,-0.98949414,-0.009581648,-0.001238264,-0.0051975055,0.012806666,0.021063266,-0.009174903,-0.28504506,-1.1064894,-0.19819734,0
-1.0819181,-0.13635737,-1.0524684,0.62770635,-1.03081,0.13711679,-1.0007068,0.12713797,-0.9425921,0.0979838,-0.9293655,0.37884322,-0.98949414,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.33349556,-1.1064894,-0.19819734,0
-1.0814506,-0.29169387,-1.0298388,-0.040147133,-1.03081,0.068781,-1.0007068,0.54089636,-0.9425921,0.22794086,-0.9293655,-1.0270118,-0.9725093,-0.46924406,0.026462013,-0.01873891,0.28373298,-0.0847892,-0.12485352,-0.30872324,-1.1064894,-0.19819734,0
-1.080983,-0.3865583,-1.0298388,-0.33006835,-1.03081,-0.8138759,-1.0007068,0.7812369,-0.9425921,0.32927924,-0.9293655,-1.3253912,-0.98949414,-0.5992982,0.21072553,-0.051115353,1.9230068,-0.6710661,-1.9878765,-0.38838243,-1.1064894,-0.19819734,0
-1.0805155,-0.30240992,-1.0298388,0.35679707,-1.03081,-0.9613817,-1.0007068,0.4683162,-0.9425921,0.3463504,-0.9293655,-1.5036794,-0.9725093,0.16589528,0.0040091127,-0.0078049526,0.16163671,-0.058686838,-0.26863632,-0.31090927,-1.1064894,-0.19819734,0
-1.080048,0.33994478,-1.0524684,1.3393732,-1.03081,1.0989182,-1.0195792,-0.68344873,-0.9425921,-0.30901724,-0.9293655,-2.2681935,-0.9725093,1.9785336,-0.659772,0.0037171033,-2.3831382,-4.4875903,1.5450394,-0.27751678,-1.1064894,-0.19819734,0
-1.0795804,-6.3232102,-1.0298388,0.18934816,-1.03081,-0.8374749,-1.0007068,0.8366338,-0.9425921,2.351444,-0.9293655,0.21044314,-0.9725093,0.15261205,0.64318424,-1.0434587,0.38725194,0.021063121,-0.5130463,-0.32705918,-1.1064894,-0.19819734,0
-1.0791129,0.071988925,-1.0298388,0.44054282,-1.03081,-0.8754071,-1.0007068,0.4814191,-0.9425921,0.09112517,-0.9293655,0.2537965,-0.9725093,-0.011226732,0.052665353,-0.008437656,0.014241123,0.021063121,-0.011681634,-0.3001008,-1.1064894,-0.19819734,0
-1.0786452,0.41367787,-1.0298388,-0.7938765,-1.011562,0.61555564,-1.0195792,-0.58000714,-0.9425921,-0.24393997,-0.9293655,1.6906574,-0.9725093,-0.109899975,-1.7111748,0.094676286,-3.409346,1.5466954,3.8173268,-0.3657954,-1.1064894,-0.19819734,0
-1.0781777,-0.023785682,-1.0298388,0.86891145,-1.03081,0.6542157,-1.0007068,-0.110235855,-0.9425921,-0.15907678,-0.9293655,0.58375156,-0.9725093,-0.010059936,-0.0012382641,-0.0051975055,0.012954516,0.021063121,-0.009019182,-0.33349556,-1.1064894,-0.19819734,0
-1.0777102,-0.04589274,-1.0298388,0.80143344,-1.011562,0.74521565,-1.0195792,-0.10703303,-0.9425921,-0.08258773,-0.9293655,-0.006830152,-0.9725093,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,0.6107453,-1.1064894,-0.19819734,0
-1.0772426,0.14776786,-1.0298388,-1.3220416,-1.011562,-0.86991966,-1.0195792,0.89828104,-0.9425921,-0.98139405,-0.9293655,-1.2347106,-0.9725093,-2.9547524,-0.51752704,-0.079191595,2.568286,-0.6947829,-1.6535687,-0.2925733,-1.1064894,-0.19819734,0
-1.0767751,0.2188444,-1.0298388,-1.7387669,-1.011562,-0.6466913,-1.0195792,-0.42035705,-0.9425921,1.0446796,-0.9293655,-1.1459467,-0.9725093,-0.011226732,3.322156,3.420697,-1.5037838,-0.021870349,2.1065073,-0.32487315,-1.1064894,-0.19819734,0
-1.0763075,0.20991188,-1.0298388,-0.16335222,-1.011562,-0.19974446,-1.0007068,-0.99623376,-0.9425921,-0.68009216,-0.9293655,-1.8693953,-0.9555245,0.9760653,-1.0234001,-8.446094e-05,-1.0530552,-1.9128647,0.64525807,-0.29366672,-1.1064894,-0.19819734,0
-1.07584,-0.023638833,-1.0298388,-0.3772951,-1.011562,0.14545205,-1.0007068,-0.21956658,-0.9425921,-0.10307002,-0.9123699,-0.7114665,-0.9725093,-0.20770201,-0.10867913,0.007503159,-0.20912327,0.019251442,-0.070363894,1.0155942,-1.1064894,-0.19819734,0
-1.0753725,-0.23417248,-1.0298388,-0.50972396,-1.011562,0.6940776,-1.0007068,0.51923066,-0.92295146,0.13105474,-0.9293655,1.0391041,-0.9725093,-2.0166512,0.016611172,-0.013116336,0.4678652,0.23523521,0.3774754,-0.30228686,-1.1064894,-0.19819734,0
-1.0749048,-0.2214376,-1.0298388,-0.52123564,-1.011562,0.46039706,-1.0007068,0.17274165,-0.9425921,0.08000158,-0.9123699,0.85881925,-0.9725093,-0.015925722,-0.001238264,-0.005351267,0.01265713,0.023292946,-0.0076731457,-0.3744178,-1.1064894,-0.19819734,0
-1.0744373,-0.1655889,-1.0298388,-0.24935886,-1.011562,0.33385962,-1.0007068,0.32368925,-0.9425921,0.049637508,-0.9123699,0.47659454,-0.9725093,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.35826713,-1.1064894,-0.19819734,0
-1.0739697,-0.14113343,-1.0298388,-0.07249319,-1.011562,0.24395648,-1.0007068,0.245519,-0.9425921,0.04983651,-0.9293655,0.27016833,-0.9725093,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.26245877,-1.0940728,-0.19819734,0
-1.0735022,0.3850017,-1.0298388,-0.15684691,-1.011562,-0.31368244,-1.0007068,-0.6639477,-0.92295146,-0.28660136,-0.9293655,-0.69011205,-0.9725093,-0.014562865,-0.1426858,-0.0049374155,0.012766164,0.021063121,-0.009421623,0.9671437,-1.0940728,-0.19819734,0
-1.0730346,-0.5674617,-1.0298388,-1.0375584,-1.011562,-0.76769656,-1.0007068,0.9724984,-0.9425921,0.1924508,-0.9123699,2.2683327,-0.9725093,-4.2253737,-2.3488562,-0.12159237,2.295537,4.71725,-0.36679116,-0.34964547,-1.0940728,-0.19819734,0
-1.0725671,-1.148867,-1.0298388,0.10963327,-1.011562,-0.6493056,-1.0007068,2.4356914,-0.9425921,0.6149337,-0.9123699,0.15227368,-0.9725093,0.7977359,2.3126206,-3.3515515,1.1868947,0.021058751,-1.5007755,-0.25274447,-1.0940728,-0.19819734,0
-1.0720996,0.1746722,-1.0072092,-0.3637641,-1.011562,-0.7434702,-0.9818345,-2.3915474,-0.9425921,0.080096275,-0.9123699,1.342866,-0.9725093,0.11824907,-0.38925812,0.04785751,-1.680528,0.72154874,1.7988478,4.9885473,-1.0940728,-0.19819734,0
-1.071632,-0.36614165,-1.0298388,-1.4838294,-1.011562,-1.4477819,-0.9818345,-2.438945,-0.9425921,1.4841883,-0.9123699,-0.29468745,-0.9555245,-0.8451215,0.4236145,-0.05168536,1.4631323,-0.3478392,-0.6371156,-0.32487315,-1.0940728,5.045477,0
-1.0711645,0.104120724,-1.0298388,-0.11459796,-1.011562,-0.3937976,-1.0007068,-0.8506893,-0.9425921,0.21492456,-0.9123699,-0.40271133,-0.9725093,-0.01063029,-0.20551713,-0.002359597,0.012806666,0.021063121,-0.009174903,-0.35935977,-1.0940728,5.045477,0
